timestamp,channel_id,value,unit,subsystem,sequence_number,source_file
7140.0,T-1,330.7441711425781,degC,PROP,7140,T-1.npy
7141.0,T-1,330.31927490234375,degC,PROP,7141,T-1.npy
7142.0,T-1,330.5555114746094,degC,PROP,7142,T-1.npy
7143.0,T-1,330.27337646484375,degC,PROP,7143,T-1.npy
7144.0,T-1,330.5303649902344,degC,PROP,7144,T-1.npy
7145.0,T-1,330.4529113769531,degC,PROP,7145,T-1.npy
7146.0,T-1,330.31103515625,degC,PROP,7146,T-1.npy
7147.0,T-1,330.7711181640625,degC,PROP,7147,T-1.npy
7148.0,T-1,330.9132385253906,degC,PROP,7148,T-1.npy
7149.0,T-1,331.169677734375,degC,PROP,7149,T-1.npy
7150.0,T-1,331.261474609375,degC,PROP,7150,T-1.npy
7151.0,T-1,331.0939636230469,degC,PROP,7151,T-1.npy
7152.0,T-1,331.239501953125,degC,PROP,7152,T-1.npy
7153.0,T-1,331.5550537109375,degC,PROP,7153,T-1.npy
7154.0,T-1,331.5477294921875,degC,PROP,7154,T-1.npy
7155.0,T-1,332.0268859863281,degC,PROP,7155,T-1.npy
7156.0,T-1,332.21417236328125,degC,PROP,7156,T-1.npy
7157.0,T-1,332.2095947265625,degC,PROP,7157,T-1.npy
7158.0,T-1,332.2166748046875,degC,PROP,7158,T-1.npy
7159.0,T-1,332.1902160644531,degC,PROP,7159,T-1.npy
7160.0,T-1,331.7594909667969,degC,PROP,7160,T-1.npy
7161.0,T-1,331.680419921875,degC,PROP,7161,T-1.npy
7162.0,T-1,331.6945495605469,degC,PROP,7162,T-1.npy
7163.0,T-1,331.5223083496094,degC,PROP,7163,T-1.npy
7164.0,T-1,331.5751647949219,degC,PROP,7164,T-1.npy
7165.0,T-1,331.53411865234375,degC,PROP,7165,T-1.npy
7166.0,T-1,331.71380615234375,degC,PROP,7166,T-1.npy
7167.0,T-1,331.8558349609375,degC,PROP,7167,T-1.npy
7168.0,T-1,331.8489074707031,degC,PROP,7168,T-1.npy
7169.0,T-1,331.39459228515625,degC,PROP,7169,T-1.npy
7170.0,T-1,331.8751525878906,degC,PROP,7170,T-1.npy
7171.0,T-1,331.77752685546875,degC,PROP,7171,T-1.npy
7172.0,T-1,331.7005920410156,degC,PROP,7172,T-1.npy
7173.0,T-1,331.5496520996094,degC,PROP,7173,T-1.npy
7174.0,T-1,331.3606872558594,degC,PROP,7174,T-1.npy
7175.0,T-1,331.7702941894531,degC,PROP,7175,T-1.npy
7176.0,T-1,332.1215515136719,degC,PROP,7176,T-1.npy
7177.0,T-1,332.1875305175781,degC,PROP,7177,T-1.npy
7178.0,T-1,332.0905456542969,degC,PROP,7178,T-1.npy
7179.0,T-1,332.20843505859375,degC,PROP,7179,T-1.npy
7180.0,T-1,332.1637268066406,degC,PROP,7180,T-1.npy
7181.0,T-1,332.0433044433594,degC,PROP,7181,T-1.npy
7182.0,T-1,332.0806579589844,degC,PROP,7182,T-1.npy
7183.0,T-1,331.8895263671875,degC,PROP,7183,T-1.npy
7184.0,T-1,331.90643310546875,degC,PROP,7184,T-1.npy
7185.0,T-1,331.9088134765625,degC,PROP,7185,T-1.npy
7186.0,T-1,332.0274353027344,degC,PROP,7186,T-1.npy
7187.0,T-1,331.7860107421875,degC,PROP,7187,T-1.npy
7188.0,T-1,331.9396057128906,degC,PROP,7188,T-1.npy
7189.0,T-1,331.61700439453125,degC,PROP,7189,T-1.npy
7190.0,T-1,331.4014587402344,degC,PROP,7190,T-1.npy
7191.0,T-1,331.2051086425781,degC,PROP,7191,T-1.npy
7192.0,T-1,330.8562316894531,degC,PROP,7192,T-1.npy
7193.0,T-1,331.1268310546875,degC,PROP,7193,T-1.npy
7194.0,T-1,330.8103332519531,degC,PROP,7194,T-1.npy
7195.0,T-1,330.5821228027344,degC,PROP,7195,T-1.npy
7196.0,T-1,330.930908203125,degC,PROP,7196,T-1.npy
7197.0,T-1,330.73651123046875,degC,PROP,7197,T-1.npy
7198.0,T-1,330.6595458984375,degC,PROP,7198,T-1.npy
7199.0,T-1,330.3445129394531,degC,PROP,7199,T-1.npy
7200.0,T-1,330.5771789550781,degC,PROP,7200,T-1.npy
7201.0,T-1,330.806884765625,degC,PROP,7201,T-1.npy
7202.0,T-1,330.99822998046875,degC,PROP,7202,T-1.npy
7203.0,T-1,331.1250915527344,degC,PROP,7203,T-1.npy
7204.0,T-1,331.1128234863281,degC,PROP,7204,T-1.npy
7205.0,T-1,330.92645263671875,degC,PROP,7205,T-1.npy
7206.0,T-1,330.6609191894531,degC,PROP,7206,T-1.npy
7207.0,T-1,331.01739501953125,degC,PROP,7207,T-1.npy
7208.0,T-1,331.2099914550781,degC,PROP,7208,T-1.npy
7209.0,T-1,330.971435546875,degC,PROP,7209,T-1.npy
7210.0,T-1,330.9538879394531,degC,PROP,7210,T-1.npy
7211.0,T-1,330.8377380371094,degC,PROP,7211,T-1.npy
7212.0,T-1,330.48345947265625,degC,PROP,7212,T-1.npy
7213.0,T-1,330.5207824707031,degC,PROP,7213,T-1.npy
7214.0,T-1,330.38397216796875,degC,PROP,7214,T-1.npy
7215.0,T-1,330.0945739746094,degC,PROP,7215,T-1.npy
7216.0,T-1,329.66021728515625,degC,PROP,7216,T-1.npy
7217.0,T-1,329.2142028808594,degC,PROP,7217,T-1.npy
7218.0,T-1,329.1294250488281,degC,PROP,7218,T-1.npy
7219.0,T-1,329.1307373046875,degC,PROP,7219,T-1.npy
7220.0,T-1,328.9014587402344,degC,PROP,7220,T-1.npy
7221.0,T-1,329.1242370605469,degC,PROP,7221,T-1.npy
7222.0,T-1,329.13140869140625,degC,PROP,7222,T-1.npy
7223.0,T-1,329.32574462890625,degC,PROP,7223,T-1.npy
7224.0,T-1,329.2926330566406,degC,PROP,7224,T-1.npy
7225.0,T-1,329.084228515625,degC,PROP,7225,T-1.npy
7226.0,T-1,329.1449890136719,degC,PROP,7226,T-1.npy
7227.0,T-1,328.8022766113281,degC,PROP,7227,T-1.npy
7228.0,T-1,328.9955749511719,degC,PROP,7228,T-1.npy
7229.0,T-1,328.7523193359375,degC,PROP,7229,T-1.npy
7230.0,T-1,329.0576171875,degC,PROP,7230,T-1.npy
7231.0,T-1,328.9871520996094,degC,PROP,7231,T-1.npy
7232.0,T-1,329.3275146484375,degC,PROP,7232,T-1.npy
7233.0,T-1,329.02020263671875,degC,PROP,7233,T-1.npy
7234.0,T-1,328.85186767578125,degC,PROP,7234,T-1.npy
7235.0,T-1,328.9974365234375,degC,PROP,7235,T-1.npy
7236.0,T-1,329.3689880371094,degC,PROP,7236,T-1.npy
7237.0,T-1,329.87408447265625,degC,PROP,7237,T-1.npy
7238.0,T-1,329.88995361328125,degC,PROP,7238,T-1.npy
7239.0,T-1,330.4293518066406,degC,PROP,7239,T-1.npy
7240.0,T-1,330.33197021484375,degC,PROP,7240,T-1.npy
7241.0,T-1,330.6425476074219,degC,PROP,7241,T-1.npy
7242.0,T-1,330.3484191894531,degC,PROP,7242,T-1.npy
7243.0,T-1,330.4605407714844,degC,PROP,7243,T-1.npy
7244.0,T-1,329.76361083984375,degC,PROP,7244,T-1.npy
7245.0,T-1,329.4435119628906,degC,PROP,7245,T-1.npy
7246.0,T-1,329.5963439941406,degC,PROP,7246,T-1.npy
7247.0,T-1,329.2255859375,degC,PROP,7247,T-1.npy
7248.0,T-1,329.37335205078125,degC,PROP,7248,T-1.npy
7249.0,T-1,329.6565856933594,degC,PROP,7249,T-1.npy
7250.0,T-1,329.5206604003906,degC,PROP,7250,T-1.npy
7251.0,T-1,329.2523498535156,degC,PROP,7251,T-1.npy
7252.0,T-1,329.1364440917969,degC,PROP,7252,T-1.npy
7253.0,T-1,328.880615234375,degC,PROP,7253,T-1.npy
7254.0,T-1,328.8846740722656,degC,PROP,7254,T-1.npy
7255.0,T-1,328.9479064941406,degC,PROP,7255,T-1.npy
7256.0,T-1,328.89019775390625,degC,PROP,7256,T-1.npy
7257.0,T-1,329.4119567871094,degC,PROP,7257,T-1.npy
7258.0,T-1,329.2197265625,degC,PROP,7258,T-1.npy
7259.0,T-1,329.6490478515625,degC,PROP,7259,T-1.npy
7260.0,T-1,329.3558044433594,degC,PROP,7260,T-1.npy
7261.0,T-1,329.3963623046875,degC,PROP,7261,T-1.npy
7262.0,T-1,329.7596130371094,degC,PROP,7262,T-1.npy
7263.0,T-1,330.0968933105469,degC,PROP,7263,T-1.npy
7264.0,T-1,329.97137451171875,degC,PROP,7264,T-1.npy
7265.0,T-1,330.1341552734375,degC,PROP,7265,T-1.npy
7266.0,T-1,330.2530212402344,degC,PROP,7266,T-1.npy
7267.0,T-1,330.087890625,degC,PROP,7267,T-1.npy
7268.0,T-1,330.26495361328125,degC,PROP,7268,T-1.npy
7269.0,T-1,330.80035400390625,degC,PROP,7269,T-1.npy
7270.0,T-1,330.9139404296875,degC,PROP,7270,T-1.npy
7271.0,T-1,331.0517578125,degC,PROP,7271,T-1.npy
7272.0,T-1,331.2162780761719,degC,PROP,7272,T-1.npy
7273.0,T-1,330.7535705566406,degC,PROP,7273,T-1.npy
7274.0,T-1,330.865234375,degC,PROP,7274,T-1.npy
7275.0,T-1,330.54266357421875,degC,PROP,7275,T-1.npy
7276.0,T-1,330.35430908203125,degC,PROP,7276,T-1.npy
7277.0,T-1,330.974365234375,degC,PROP,7277,T-1.npy
7278.0,T-1,330.8712463378906,degC,PROP,7278,T-1.npy
7279.0,T-1,330.6291809082031,degC,PROP,7279,T-1.npy
7280.0,T-1,330.946533203125,degC,PROP,7280,T-1.npy
7281.0,T-1,330.6416931152344,degC,PROP,7281,T-1.npy
7282.0,T-1,330.4919128417969,degC,PROP,7282,T-1.npy
7283.0,T-1,330.8415222167969,degC,PROP,7283,T-1.npy
7284.0,T-1,330.8287658691406,degC,PROP,7284,T-1.npy
7285.0,T-1,330.3483581542969,degC,PROP,7285,T-1.npy
7286.0,T-1,330.49658203125,degC,PROP,7286,T-1.npy
7287.0,T-1,330.36602783203125,degC,PROP,7287,T-1.npy
7288.0,T-1,330.80426025390625,degC,PROP,7288,T-1.npy
7289.0,T-1,330.6033020019531,degC,PROP,7289,T-1.npy
7290.0,T-1,330.8918762207031,degC,PROP,7290,T-1.npy
7291.0,T-1,331.38311767578125,degC,PROP,7291,T-1.npy
7292.0,T-1,331.0933837890625,degC,PROP,7292,T-1.npy
7293.0,T-1,331.0042419433594,degC,PROP,7293,T-1.npy
7294.0,T-1,331.08746337890625,degC,PROP,7294,T-1.npy
7295.0,T-1,330.80474853515625,degC,PROP,7295,T-1.npy
7296.0,T-1,330.85943603515625,degC,PROP,7296,T-1.npy
7297.0,T-1,330.7680358886719,degC,PROP,7297,T-1.npy
7298.0,T-1,330.67352294921875,degC,PROP,7298,T-1.npy
7299.0,T-1,330.6676025390625,degC,PROP,7299,T-1.npy
7300.0,T-1,330.6683349609375,degC,PROP,7300,T-1.npy
7301.0,T-1,330.69610595703125,degC,PROP,7301,T-1.npy
7302.0,T-1,330.5005187988281,degC,PROP,7302,T-1.npy
7303.0,T-1,330.32354736328125,degC,PROP,7303,T-1.npy
7304.0,T-1,330.2792663574219,degC,PROP,7304,T-1.npy
7305.0,T-1,330.2578125,degC,PROP,7305,T-1.npy
7306.0,T-1,330.1220703125,degC,PROP,7306,T-1.npy
7307.0,T-1,330.212890625,degC,PROP,7307,T-1.npy
7308.0,T-1,329.6770935058594,degC,PROP,7308,T-1.npy
7309.0,T-1,329.47369384765625,degC,PROP,7309,T-1.npy
7310.0,T-1,329.4078063964844,degC,PROP,7310,T-1.npy
7311.0,T-1,329.17584228515625,degC,PROP,7311,T-1.npy
7312.0,T-1,329.67584228515625,degC,PROP,7312,T-1.npy
7313.0,T-1,329.6910705566406,degC,PROP,7313,T-1.npy
7314.0,T-1,329.75189208984375,degC,PROP,7314,T-1.npy
7315.0,T-1,329.6183776855469,degC,PROP,7315,T-1.npy
7316.0,T-1,329.6252136230469,degC,PROP,7316,T-1.npy
7317.0,T-1,329.2819519042969,degC,PROP,7317,T-1.npy
7318.0,T-1,329.2539367675781,degC,PROP,7318,T-1.npy
7319.0,T-1,329.00299072265625,degC,PROP,7319,T-1.npy
7320.0,T-1,328.95196533203125,degC,PROP,7320,T-1.npy
7321.0,T-1,328.2366027832031,degC,PROP,7321,T-1.npy
7322.0,T-1,327.96044921875,degC,PROP,7322,T-1.npy
7323.0,T-1,328.4486999511719,degC,PROP,7323,T-1.npy
7324.0,T-1,328.73748779296875,degC,PROP,7324,T-1.npy
7325.0,T-1,329.16015625,degC,PROP,7325,T-1.npy
7326.0,T-1,329.5901794433594,degC,PROP,7326,T-1.npy
7327.0,T-1,329.7987976074219,degC,PROP,7327,T-1.npy
7328.0,T-1,329.6727294921875,degC,PROP,7328,T-1.npy
7329.0,T-1,329.37994384765625,degC,PROP,7329,T-1.npy
7330.0,T-1,329.73309326171875,degC,PROP,7330,T-1.npy
7331.0,T-1,329.75994873046875,degC,PROP,7331,T-1.npy
7332.0,T-1,330.4947204589844,degC,PROP,7332,T-1.npy
7333.0,T-1,330.37335205078125,degC,PROP,7333,T-1.npy
7334.0,T-1,330.9377136230469,degC,PROP,7334,T-1.npy
7335.0,T-1,330.86383056640625,degC,PROP,7335,T-1.npy
7336.0,T-1,331.2276611328125,degC,PROP,7336,T-1.npy
7337.0,T-1,331.6858215332031,degC,PROP,7337,T-1.npy
7338.0,T-1,331.3368225097656,degC,PROP,7338,T-1.npy
7339.0,T-1,331.1552429199219,degC,PROP,7339,T-1.npy
7340.0,T-1,330.8192138671875,degC,PROP,7340,T-1.npy
7341.0,T-1,330.43585205078125,degC,PROP,7341,T-1.npy
7342.0,T-1,330.61737060546875,degC,PROP,7342,T-1.npy
7343.0,T-1,330.5414733886719,degC,PROP,7343,T-1.npy
7344.0,T-1,330.54052734375,degC,PROP,7344,T-1.npy
7345.0,T-1,330.68658447265625,degC,PROP,7345,T-1.npy
7346.0,T-1,330.1241149902344,degC,PROP,7346,T-1.npy
7347.0,T-1,330.49578857421875,degC,PROP,7347,T-1.npy
7348.0,T-1,330.3790588378906,degC,PROP,7348,T-1.npy
7349.0,T-1,330.52301025390625,degC,PROP,7349,T-1.npy
7350.0,T-1,330.68841552734375,degC,PROP,7350,T-1.npy
7351.0,T-1,331.0676574707031,degC,PROP,7351,T-1.npy
7352.0,T-1,331.0050354003906,degC,PROP,7352,T-1.npy
7353.0,T-1,330.3553466796875,degC,PROP,7353,T-1.npy
7354.0,T-1,330.3613586425781,degC,PROP,7354,T-1.npy
7355.0,T-1,330.4090576171875,degC,PROP,7355,T-1.npy
7356.0,T-1,330.0950927734375,degC,PROP,7356,T-1.npy
7357.0,T-1,330.13525390625,degC,PROP,7357,T-1.npy
7358.0,T-1,330.02587890625,degC,PROP,7358,T-1.npy
7359.0,T-1,329.6333923339844,degC,PROP,7359,T-1.npy
7360.0,T-1,329.84027099609375,degC,PROP,7360,T-1.npy
7361.0,T-1,329.68060302734375,degC,PROP,7361,T-1.npy
7362.0,T-1,329.5716552734375,degC,PROP,7362,T-1.npy
7363.0,T-1,329.4495544433594,degC,PROP,7363,T-1.npy
7364.0,T-1,329.82647705078125,degC,PROP,7364,T-1.npy
7365.0,T-1,329.81976318359375,degC,PROP,7365,T-1.npy
7366.0,T-1,329.8482360839844,degC,PROP,7366,T-1.npy
7367.0,T-1,329.7242431640625,degC,PROP,7367,T-1.npy
7368.0,T-1,329.8675537109375,degC,PROP,7368,T-1.npy
7369.0,T-1,330.26513671875,degC,PROP,7369,T-1.npy
7370.0,T-1,330.4461975097656,degC,PROP,7370,T-1.npy
7371.0,T-1,330.6331787109375,degC,PROP,7371,T-1.npy
7372.0,T-1,330.7910461425781,degC,PROP,7372,T-1.npy
7373.0,T-1,330.3646545410156,degC,PROP,7373,T-1.npy
7374.0,T-1,330.09814453125,degC,PROP,7374,T-1.npy
7375.0,T-1,330.035400390625,degC,PROP,7375,T-1.npy
7376.0,T-1,329.82257080078125,degC,PROP,7376,T-1.npy
7377.0,T-1,329.517333984375,degC,PROP,7377,T-1.npy
7378.0,T-1,328.98565673828125,degC,PROP,7378,T-1.npy
7379.0,T-1,328.6232604980469,degC,PROP,7379,T-1.npy
7380.0,T-1,328.5897521972656,degC,PROP,7380,T-1.npy
7381.0,T-1,328.6117858886719,degC,PROP,7381,T-1.npy
7382.0,T-1,328.4220886230469,degC,PROP,7382,T-1.npy
7383.0,T-1,328.4924621582031,degC,PROP,7383,T-1.npy
7384.0,T-1,328.4111022949219,degC,PROP,7384,T-1.npy
7385.0,T-1,328.77691650390625,degC,PROP,7385,T-1.npy
7386.0,T-1,328.7664794921875,degC,PROP,7386,T-1.npy
7387.0,T-1,329.0066223144531,degC,PROP,7387,T-1.npy
7388.0,T-1,329.095703125,degC,PROP,7388,T-1.npy
7389.0,T-1,328.71380615234375,degC,PROP,7389,T-1.npy
7390.0,T-1,328.7259521484375,degC,PROP,7390,T-1.npy
7391.0,T-1,328.4037170410156,degC,PROP,7391,T-1.npy
7392.0,T-1,328.4200439453125,degC,PROP,7392,T-1.npy
7393.0,T-1,328.25006103515625,degC,PROP,7393,T-1.npy
7394.0,T-1,328.41400146484375,degC,PROP,7394,T-1.npy
7395.0,T-1,328.0699768066406,degC,PROP,7395,T-1.npy
7396.0,T-1,328.1321716308594,degC,PROP,7396,T-1.npy
7397.0,T-1,328.3551940917969,degC,PROP,7397,T-1.npy
7398.0,T-1,328.6693115234375,degC,PROP,7398,T-1.npy
7399.0,T-1,328.4862976074219,degC,PROP,7399,T-1.npy
7400.0,T-1,328.5368957519531,degC,PROP,7400,T-1.npy
7401.0,T-1,328.6344909667969,degC,PROP,7401,T-1.npy
7402.0,T-1,329.1268005371094,degC,PROP,7402,T-1.npy
7403.0,T-1,328.7208557128906,degC,PROP,7403,T-1.npy
7404.0,T-1,328.4934387207031,degC,PROP,7404,T-1.npy
7405.0,T-1,329.3567810058594,degC,PROP,7405,T-1.npy
7406.0,T-1,329.29638671875,degC,PROP,7406,T-1.npy
7407.0,T-1,328.765869140625,degC,PROP,7407,T-1.npy
7408.0,T-1,328.6329345703125,degC,PROP,7408,T-1.npy
7409.0,T-1,327.8661804199219,degC,PROP,7409,T-1.npy
7410.0,T-1,328.00048828125,degC,PROP,7410,T-1.npy
7411.0,T-1,328.2967224121094,degC,PROP,7411,T-1.npy
7412.0,T-1,328.08184814453125,degC,PROP,7412,T-1.npy
7413.0,T-1,328.0020751953125,degC,PROP,7413,T-1.npy
7414.0,T-1,328.33148193359375,degC,PROP,7414,T-1.npy
7415.0,T-1,327.8709411621094,degC,PROP,7415,T-1.npy
7416.0,T-1,327.5492858886719,degC,PROP,7416,T-1.npy
7417.0,T-1,327.5562438964844,degC,PROP,7417,T-1.npy
7418.0,T-1,327.41009521484375,degC,PROP,7418,T-1.npy
7419.0,T-1,327.4020690917969,degC,PROP,7419,T-1.npy
7420.0,T-1,327.111328125,degC,PROP,7420,T-1.npy
7421.0,T-1,327.260498046875,degC,PROP,7421,T-1.npy
7422.0,T-1,327.2991638183594,degC,PROP,7422,T-1.npy
7423.0,T-1,327.5404052734375,degC,PROP,7423,T-1.npy
7424.0,T-1,327.6726379394531,degC,PROP,7424,T-1.npy
7425.0,T-1,327.8027648925781,degC,PROP,7425,T-1.npy
7426.0,T-1,327.4467468261719,degC,PROP,7426,T-1.npy
7427.0,T-1,327.66705322265625,degC,PROP,7427,T-1.npy
7428.0,T-1,327.6405334472656,degC,PROP,7428,T-1.npy
7429.0,T-1,327.6626892089844,degC,PROP,7429,T-1.npy
7430.0,T-1,328.03863525390625,degC,PROP,7430,T-1.npy
7431.0,T-1,327.8876037597656,degC,PROP,7431,T-1.npy
7432.0,T-1,328.34515380859375,degC,PROP,7432,T-1.npy
7433.0,T-1,328.816162109375,degC,PROP,7433,T-1.npy
7434.0,T-1,329.0712890625,degC,PROP,7434,T-1.npy
7435.0,T-1,328.8130798339844,degC,PROP,7435,T-1.npy
7436.0,T-1,328.2109069824219,degC,PROP,7436,T-1.npy
7437.0,T-1,328.57928466796875,degC,PROP,7437,T-1.npy
7438.0,T-1,328.6544189453125,degC,PROP,7438,T-1.npy
7439.0,T-1,328.4773864746094,degC,PROP,7439,T-1.npy
7440.0,T-1,328.86541748046875,degC,PROP,7440,T-1.npy
7441.0,T-1,328.64813232421875,degC,PROP,7441,T-1.npy
7442.0,T-1,328.56494140625,degC,PROP,7442,T-1.npy
7443.0,T-1,328.7611083984375,degC,PROP,7443,T-1.npy
7444.0,T-1,328.4734191894531,degC,PROP,7444,T-1.npy
7445.0,T-1,328.4872741699219,degC,PROP,7445,T-1.npy
7446.0,T-1,328.8503723144531,degC,PROP,7446,T-1.npy
7447.0,T-1,328.94647216796875,degC,PROP,7447,T-1.npy
7448.0,T-1,329.34197998046875,degC,PROP,7448,T-1.npy
7449.0,T-1,329.6924133300781,degC,PROP,7449,T-1.npy
7450.0,T-1,329.7038879394531,degC,PROP,7450,T-1.npy
7451.0,T-1,329.0310974121094,degC,PROP,7451,T-1.npy
7452.0,T-1,328.7375793457031,degC,PROP,7452,T-1.npy
7453.0,T-1,328.9981384277344,degC,PROP,7453,T-1.npy
7454.0,T-1,328.575927734375,degC,PROP,7454,T-1.npy
7455.0,T-1,328.5233459472656,degC,PROP,7455,T-1.npy
7456.0,T-1,328.6664123535156,degC,PROP,7456,T-1.npy
7457.0,T-1,329.1351318359375,degC,PROP,7457,T-1.npy
7458.0,T-1,328.9933166503906,degC,PROP,7458,T-1.npy
7459.0,T-1,328.8357849121094,degC,PROP,7459,T-1.npy
7460.0,T-1,328.8554382324219,degC,PROP,7460,T-1.npy
7461.0,T-1,328.99212646484375,degC,PROP,7461,T-1.npy
7462.0,T-1,328.97735595703125,degC,PROP,7462,T-1.npy
7463.0,T-1,329.31414794921875,degC,PROP,7463,T-1.npy
7464.0,T-1,329.1015930175781,degC,PROP,7464,T-1.npy
7465.0,T-1,329.1636047363281,degC,PROP,7465,T-1.npy
7466.0,T-1,329.3185729980469,degC,PROP,7466,T-1.npy
7467.0,T-1,329.2222595214844,degC,PROP,7467,T-1.npy
7468.0,T-1,329.49053955078125,degC,PROP,7468,T-1.npy
7469.0,T-1,329.5492858886719,degC,PROP,7469,T-1.npy
7470.0,T-1,329.7929382324219,degC,PROP,7470,T-1.npy
7471.0,T-1,329.85577392578125,degC,PROP,7471,T-1.npy
7472.0,T-1,329.96990966796875,degC,PROP,7472,T-1.npy
7473.0,T-1,329.78631591796875,degC,PROP,7473,T-1.npy
7474.0,T-1,329.6087341308594,degC,PROP,7474,T-1.npy
7475.0,T-1,329.9776611328125,degC,PROP,7475,T-1.npy
7476.0,T-1,330.1637268066406,degC,PROP,7476,T-1.npy
7477.0,T-1,329.8603820800781,degC,PROP,7477,T-1.npy
7478.0,T-1,329.9173278808594,degC,PROP,7478,T-1.npy
7479.0,T-1,329.2273254394531,degC,PROP,7479,T-1.npy
7480.0,T-1,329.08306884765625,degC,PROP,7480,T-1.npy
7481.0,T-1,329.39093017578125,degC,PROP,7481,T-1.npy
7482.0,T-1,329.3726806640625,degC,PROP,7482,T-1.npy
7483.0,T-1,329.4259033203125,degC,PROP,7483,T-1.npy
7484.0,T-1,328.56317138671875,degC,PROP,7484,T-1.npy
7485.0,T-1,328.4918518066406,degC,PROP,7485,T-1.npy
7486.0,T-1,328.6357727050781,degC,PROP,7486,T-1.npy
7487.0,T-1,328.81243896484375,degC,PROP,7487,T-1.npy
7488.0,T-1,329.1288146972656,degC,PROP,7488,T-1.npy
7489.0,T-1,329.0935974121094,degC,PROP,7489,T-1.npy
7490.0,T-1,329.0724792480469,degC,PROP,7490,T-1.npy
7491.0,T-1,328.7117004394531,degC,PROP,7491,T-1.npy
7492.0,T-1,328.690673828125,degC,PROP,7492,T-1.npy
7493.0,T-1,328.3619079589844,degC,PROP,7493,T-1.npy
7494.0,T-1,327.8719787597656,degC,PROP,7494,T-1.npy
7495.0,T-1,327.6192626953125,degC,PROP,7495,T-1.npy
7496.0,T-1,328.13079833984375,degC,PROP,7496,T-1.npy
7497.0,T-1,328.1079406738281,degC,PROP,7497,T-1.npy
7498.0,T-1,328.2288513183594,degC,PROP,7498,T-1.npy
7499.0,T-1,328.1322021484375,degC,PROP,7499,T-1.npy
7500.0,T-1,327.6658630371094,degC,PROP,7500,T-1.npy
7501.0,T-1,328.00897216796875,degC,PROP,7501,T-1.npy
7502.0,T-1,327.4350280761719,degC,PROP,7502,T-1.npy
7503.0,T-1,327.3501281738281,degC,PROP,7503,T-1.npy
7504.0,T-1,327.4136962890625,degC,PROP,7504,T-1.npy
7505.0,T-1,327.55853271484375,degC,PROP,7505,T-1.npy
7506.0,T-1,327.4198303222656,degC,PROP,7506,T-1.npy
7507.0,T-1,326.9610595703125,degC,PROP,7507,T-1.npy
7508.0,T-1,326.81854248046875,degC,PROP,7508,T-1.npy
7509.0,T-1,326.695556640625,degC,PROP,7509,T-1.npy
7510.0,T-1,326.56915283203125,degC,PROP,7510,T-1.npy
7511.0,T-1,326.9550476074219,degC,PROP,7511,T-1.npy
7512.0,T-1,326.6923828125,degC,PROP,7512,T-1.npy
7513.0,T-1,326.87939453125,degC,PROP,7513,T-1.npy
7514.0,T-1,327.0191955566406,degC,PROP,7514,T-1.npy
7515.0,T-1,327.3888244628906,degC,PROP,7515,T-1.npy
7516.0,T-1,327.4283142089844,degC,PROP,7516,T-1.npy
7517.0,T-1,327.73626708984375,degC,PROP,7517,T-1.npy
7518.0,T-1,327.7539367675781,degC,PROP,7518,T-1.npy
7519.0,T-1,327.9480285644531,degC,PROP,7519,T-1.npy
7520.0,T-1,327.5711364746094,degC,PROP,7520,T-1.npy
7521.0,T-1,326.8743591308594,degC,PROP,7521,T-1.npy
7522.0,T-1,327.0782775878906,degC,PROP,7522,T-1.npy
7523.0,T-1,327.2917175292969,degC,PROP,7523,T-1.npy
7524.0,T-1,327.51165771484375,degC,PROP,7524,T-1.npy
7525.0,T-1,327.4331970214844,degC,PROP,7525,T-1.npy
7526.0,T-1,327.94476318359375,degC,PROP,7526,T-1.npy
7527.0,T-1,327.8722839355469,degC,PROP,7527,T-1.npy
7528.0,T-1,328.05889892578125,degC,PROP,7528,T-1.npy
7529.0,T-1,328.29058837890625,degC,PROP,7529,T-1.npy
7530.0,T-1,328.84326171875,degC,PROP,7530,T-1.npy
7531.0,T-1,328.7854919433594,degC,PROP,7531,T-1.npy
7532.0,T-1,328.6313781738281,degC,PROP,7532,T-1.npy
7533.0,T-1,328.2353820800781,degC,PROP,7533,T-1.npy
7534.0,T-1,328.7411804199219,degC,PROP,7534,T-1.npy
7535.0,T-1,328.9018859863281,degC,PROP,7535,T-1.npy
7536.0,T-1,329.0670166015625,degC,PROP,7536,T-1.npy
7537.0,T-1,330.00421142578125,degC,PROP,7537,T-1.npy
7538.0,T-1,330.0989074707031,degC,PROP,7538,T-1.npy
7539.0,T-1,329.7160339355469,degC,PROP,7539,T-1.npy
7540.0,T-1,329.6673889160156,degC,PROP,7540,T-1.npy
7541.0,T-1,329.39300537109375,degC,PROP,7541,T-1.npy
7542.0,T-1,329.29571533203125,degC,PROP,7542,T-1.npy
7543.0,T-1,329.19940185546875,degC,PROP,7543,T-1.npy
7544.0,T-1,329.05218505859375,degC,PROP,7544,T-1.npy
7545.0,T-1,328.6741638183594,degC,PROP,7545,T-1.npy
7546.0,T-1,329.1784973144531,degC,PROP,7546,T-1.npy
7547.0,T-1,329.29034423828125,degC,PROP,7547,T-1.npy
7548.0,T-1,329.245849609375,degC,PROP,7548,T-1.npy
7549.0,T-1,329.489501953125,degC,PROP,7549,T-1.npy
7550.0,T-1,329.6422424316406,degC,PROP,7550,T-1.npy
7551.0,T-1,329.7333984375,degC,PROP,7551,T-1.npy
